"id","submitdate","lastpage","startlanguage","seed","startdate","datestamp","ipaddr","G01Q30_researcher","G01Q30_code","department","sex","birth","year","order","entrance","entrance_other","locality","attempt","attempt_other","activities_education","activities_research","activities_entertainment","activities_socialnet","activities_busdevelop","activities_shopping","activities_gambling","activities_creativity","activities_other","frequency_friends","frequency_cultural","frequency_tavern","frequency_sports","frequency_museum","frequency_excursion","frequency_cinema","dropout_Aca01","dropout_Aca03","dropout_Aca04","dropout_Pers06","dropout_Pers08","dropout_Pers09","dropout_Inst12","dropout_Inst13","dropout_Inst14","dropout_Soc16","dropout_Soc20","dropout_SocNew","dropout_Eco22","dropout_Eco23","dropout_Eco24","affcomm_ac1","affcomm_ac2","affcomm_ac3","affcomm_ac4","affcomm_ac5","affcomm_ac6","burnout_ex01","burnout_ex03","burnout_ex04","burnout_md09","burnout_md11","burnout_md13","burnout_ci14","burnout_ci17","burnout_ci18","burnout_ei19","burnout_ei20","burnout_ei23","burnout_plc01","burnout_plc02","burnout_plc03","burnout_plc04","burnout_plc05","burnout_psc06","burnout_psc07","burnout_psc08","burnout_psc09","burnout_psc10","engagement_VI1","engagement_VI2","engagement_DE2","engagement_DE3","engagement_VI3","engagement_AB3","engagement_DE4","engagement_AB4","engagement_AB5","iat_TM01","iat_TM02","iat_EC03","iat_EC04","iat_TM05","iat_WN06","iat_WN07","iat_WN08","iat_WN09","iat_EC10","iat_EC11","iat_EC12","iat_EC13","iat_TM14","iat_EC15","iat_TM16","iat_TM17","iat_EC18","iat_EC19","iat_EC20","hads01","hads02","hads03","hads04","hads05","hads06","hads07","hads08","hads09","hads10","hads11","hads12","hads13","hads14","interviewtime","groupTime283","G01Q30Time","departmentTime","sexTime","birthTime","yearTime","orderTime","entranceTime","localityTime","attemptTime","activitiesTime","frequencyTime","groupTime282","dropoutTime","affcommTime","burnoutTime","engagementTime","iatTime","groupTime285","hads01Time","hads02Time","hads03Time","hads04Time","hads05Time","hads06Time","hads07Time","hads08Time","hads09Time","hads10Time","hads11Time","hads12Time","hads13Time","hads14Time","lca_class","cluster.x","student_profile","cluster.y","cluster"
1108,2023-12-25 01:27:38,3,"el",194586201,2023-12-25 01:22:24,2023-12-25 01:27:38,"85.75.98.0","Α",895,"bma",2,2005,1,1,1,NA,"N","1",NA,NA,1,1,1,1,1,NA,NA,NA,4,2,3,2,1,4,2,5,7,5,1,2,3,4,3,4,2,5,6,6,6,6,"SQ006","SQ004","SQ004","SQ004","SQ002","SQ004",2,2,2,1,3,5,5,4,5,2,1,1,4,1,2,1,1,1,3,2,1,5,3,3,4,5,3,3,5,2,3,5,3,1,0,2,4,2,3,4,2,1,1,2,4,2,3,3,3,0,1,"A1","D1","D0","A2","A2","D0","D0","A1","A1","D0","D4","A0","A1","D2",310.58,61.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,195.13,NA,NA,NA,NA,NA,54.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"2","Consumer_Oriented_Socialites","2","2"
1109,2023-12-25 01:33:46,3,"el",2063962095,2023-12-25 01:28:15,2023-12-25 01:33:46,"85.75.98.0","Α",896,"bma",1,2005,1,2,1,NA,"N","1",NA,1,NA,1,1,1,1,1,NA,NA,4,3,4,5,2,2,3,4,5,6,1,2,6,4,4,4,2,2,6,6,4,6,"SQ004","SQ004","SQ006","SQ004","SQ004","SQ004",3,1,2,3,3,3,3,2,2,2,2,2,3,3,2,1,1,1,1,1,2,1,1,4,3,3,3,3,2,3,3,2,2,2,1,3,3,2,2,1,2,1,1,2,1,1,1,1,1,1,1,"A0","D1","D1","A0","A1","D0","D0","A1","A1","D1","D4","A0","A0","D1",327.52,83.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,181.54,NA,NA,NA,NA,NA,62.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"3","Balanced_Learners","3","3"
1110,2023-12-25 01:39:58,3,"el",1094871809,2023-12-25 01:34:13,2023-12-25 01:39:58,"85.75.98.0","Α",897,"bma",2,2005,1,2,1,NA,"1","1",NA,1,NA,1,1,NA,1,NA,1,NA,5,1,3,1,1,2,2,6,2,2,2,2,6,6,6,2,1,1,6,7,7,7,"SQ005","SQ004","SQ003","SQ005","SQ006","SQ005",2,2,2,3,3,3,2,3,3,1,1,1,5,3,2,1,1,1,1,1,1,1,1,1,3,2,3,1,4,2,3,4,3,1,0,3,3,2,4,1,2,1,1,0,4,1,4,2,0,1,1,"A1","D1","D0","A0","A2","D0","D1","A0","A3","D1","D1","A0","A1","D3",341.58,71.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,221.26,NA,NA,NA,NA,NA,49.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"2","Consumer_Oriented_Socialites","2","2"
1111,2023-12-25 01:46:07,3,"el",79589187,2023-12-25 01:40:44,2023-12-25 01:46:07,"85.75.98.0","Α",898,"bma",1,2005,1,2,1,NA,"N","1",NA,1,NA,1,NA,1,1,NA,NA,NA,2,1,3,5,4,2,2,6,6,5,1,1,6,6,2,6,5,2,5,7,7,7,"SQ007","SQ006","SQ002","SQ002","SQ002","SQ006",5,4,4,3,3,4,2,3,3,1,1,1,3,3,2,1,3,1,2,3,4,2,3,1,6,5,0,2,3,5,6,4,0,3,1,2,2,2,1,1,1,1,1,1,3,2,1,3,2,3,4,"A0","D2","D0","A1","A0","D0","D0","A1","A2","D0","D2","A0","A0","D0",319.48,75.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,190.24,NA,NA,NA,NA,NA,54.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"3","Balanced_Learners","3","3"
1112,2023-12-25 01:54:26,3,"el",540371286,2023-12-25 01:47:06,2023-12-25 01:54:26,"85.75.98.0","Α",899,"bma",1,2005,1,1,1,NA,"N","1",NA,1,1,1,1,NA,1,NA,NA,1,4,1,4,5,2,2,3,4,5,4,4,4,3,3,4,5,4,4,4,3,3,4,"SQ006","SQ002","SQ004","SQ004","SQ004","SQ004",3,4,4,3,2,1,3,3,3,2,1,1,3,4,2,2,2,1,3,2,2,3,2,2,2,2,1,3,4,2,3,4,1,0,5,0,3,1,0,0,2,0,1,0,4,0,0,0,0,1,1,"A0","D2","D1","A2","A1","D1","D0","A2","A2","D0","D4","A0","A0","D0",436.83,67.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,317.45,NA,NA,NA,NA,NA,51.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"3","Balanced_Learners","3","3"
1113,2023-12-25 02:01:02,3,"el",1202376371,2023-12-25 01:54:50,2023-12-25 02:01:02,"85.75.98.0","Α",900,"bma",1,2005,1,1,1,NA,"1","1",NA,NA,NA,1,1,NA,1,1,NA,NA,3,1,3,4,2,2,1,4,3,5,2,2,4,5,4,3,1,1,5,6,5,7,"SQ005","SQ004","SQ004","SQ004","SQ004","SQ004",3,2,2,3,1,2,3,3,2,2,2,1,1,1,2,1,1,1,1,1,1,1,2,2,3,3,2,2,3,2,1,2,1,1,1,1,2,3,2,1,1,1,2,1,2,1,2,2,2,1,1,"A0","D1","D0","A0","A0","D0","D0","A1","A1","D0","D1","A0","A0","D1",369.43,89.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,236.3,NA,NA,NA,NA,NA,43.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"1","Socially_Active_Students","1","1"
1114,2023-12-25 17:49:58,3,"el",1222352192,2023-12-25 17:42:10,2023-12-25 17:49:58,"85.75.98.0","Α",901,"bma",1,2005,1,1,1,NA,"N","1",NA,1,NA,1,1,NA,1,1,NA,NA,4,2,3,5,2,2,2,4,1,4,3,3,3,4,2,4,1,1,1,4,4,4,"SQ004","SQ001","SQ004","SQ004","SQ002","SQ002",1,1,1,3,3,2,5,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,3,0,2,1,1,2,4,2,1,0,2,1,3,1,0,0,1,0,0,2,0,1,1,1,0,0,"A0","D1","D0","A0","A0","D0","D0","A0","A0","D0","D4","A0","A0","D1",464.62,171.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,245.11,NA,NA,NA,NA,NA,48.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"1","Socially_Active_Students","1","1"
1116,2023-12-25 18:32:16,3,"el",2026929601,2023-12-25 18:26:56,2023-12-25 18:32:16,"85.75.98.0","Α",902,"bma",1,2005,1,1,1,NA,"1","1",NA,NA,NA,1,NA,NA,NA,1,NA,1,2,1,4,3,2,4,4,6,4,6,1,2,5,6,4,5,3,3,1,6,6,6,"SQ005","SQ003","SQ004","SQ004","SQ004","SQ003",3,3,3,3,3,2,2,1,2,2,2,1,2,2,2,1,3,1,1,2,1,2,4,3,5,3,1,3,4,1,5,3,1,0,2,0,3,5,1,1,0,0,0,0,0,1,1,1,1,1,0,"A1","D1","D0","A0","A1","D0","D0","A0","A1","D0","D2","A0","A0","D1",316.59,64.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,208.16,NA,NA,NA,NA,NA,43.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"1","Socially_Active_Students","1","1"
1117,2023-12-25 18:54:50,3,"el",15038088,2023-12-25 18:33:29,2023-12-25 18:54:50,"85.75.98.0","Α",903,"bma",1,2005,1,1,1,NA,"N","2",NA,1,1,NA,1,NA,1,NA,1,NA,2,3,2,4,1,2,1,6,4,4,6,2,4,6,4,5,5,2,4,5,5,6,"SQ006","SQ006","SQ003","SQ004","SQ005","SQ006",2,3,3,3,1,3,3,3,3,3,2,2,2,4,2,3,3,2,4,3,5,2,1,1,5,4,2,3,4,3,4,4,3,1,2,1,3,4,4,1,4,2,1,1,2,1,4,3,3,1,2,"A2","D3","D2","A1","A2","D2","D1","A1","A3","D2","D2","A2","A1","D2",1277.24,309.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,906.87,NA,NA,NA,NA,NA,60.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"3","Balanced_Learners","3","3"
1118,2023-12-25 19:04:23,3,"el",653681386,2023-12-25 18:55:17,2023-12-25 19:04:23,"85.75.98.0","Α",904,"bma",1,2005,1,1,1,NA,"N","1",NA,1,NA,1,1,NA,1,1,NA,NA,3,2,4,2,1,2,1,1,2,4,3,3,3,2,1,2,1,1,7,1,1,1,"SQ001","SQ004","SQ007","SQ007","SQ007","SQ001",3,3,3,2,1,3,2,3,2,3,3,2,4,4,5,5,5,3,3,4,5,3,0,0,0,2,2,3,2,1,1,5,5,0,4,5,5,5,5,3,3,4,3,1,4,3,4,5,2,2,2,"A2","D3","D2","A1","A2","D1","D1","A1","A2","D1","D2","A2","A2","D2",541.12,80.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,414.91,NA,NA,NA,NA,NA,46.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"1","Socially_Active_Students","1","1"
1119,2023-12-25 19:12:55,3,"el",1890481985,2023-12-25 19:04:47,2023-12-25 19:12:55,"85.75.98.0","Α",905,"bma",2,2005,1,1,1,NA,"N","1",NA,1,NA,1,1,NA,NA,NA,NA,NA,3,1,2,1,1,2,2,6,1,5,1,1,5,4,4,3,1,1,4,7,4,7,"SQ006","SQ003","SQ005","SQ004","SQ004","SQ003",3,3,2,3,2,2,3,4,3,3,1,2,1,3,3,1,3,1,1,1,2,2,1,2,3,2,2,2,5,1,3,3,1,1,1,1,4,2,1,1,2,1,2,1,1,1,2,1,1,1,0,"A1","D2","D1","A1","A0","D0","D1","A1","A3","D1","D2","A1","A1","D1",485.23,61.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,372.06,NA,NA,NA,NA,NA,51.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"1","Socially_Active_Students","1","1"
1120,2023-12-25 19:24:29,3,"el",1061597274,2023-12-25 19:18:38,2023-12-25 19:24:29,"85.75.98.0","Α",906,"bma",1,2005,1,1,1,NA,"N","1",NA,1,1,1,1,NA,1,1,NA,1,5,2,4,4,2,3,2,5,3,5,2,1,3,4,5,4,2,1,6,7,7,7,"SQ005","SQ002","SQ004","SQ004","SQ003","SQ006",1,1,1,4,3,3,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,1,3,3,2,3,5,2,0,1,3,5,3,1,1,0,1,0,0,0,0,2,3,1,0,0,NA,"D1","D0","A0","A0","D0","D0","A2","A1","D0","D4","A0","A0","D2",347.65,93.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,202.92,NA,NA,NA,NA,NA,51.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"3","Balanced_Learners","3","3"
1121,2023-12-25 19:34:19,3,"el",2010993411,2023-12-25 19:29:08,2023-12-25 19:34:19,"85.75.98.0","Α",907,"bma",1,2005,1,4,2,NA,"N","1",NA,NA,NA,1,1,NA,1,1,NA,NA,4,3,3,2,1,3,2,4,2,5,4,2,4,5,3,6,5,5,6,7,6,7,"SQ004","SQ005","SQ005","SQ005","SQ004","SQ004",2,2,1,4,3,2,5,4,5,3,1,2,1,5,5,4,1,1,1,1,1,1,1,2,2,3,0,1,2,1,2,3,2,0,0,4,3,1,0,0,3,0,0,0,1,0,3,1,0,1,0,"A0","D2","D1","A0","A1","D1","D0","A1","A3","D1","D1","A3","A2","D3",307.02,66.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,170.85,NA,NA,NA,NA,NA,70.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"1","Socially_Active_Students","1","1"
1122,2023-12-25 19:41:24,3,"el",2002294867,2023-12-25 19:34:33,2023-12-25 19:41:24,"85.75.98.0","Α",908,"bma",1,2005,1,1,1,NA,"1","1",NA,NA,NA,1,1,NA,NA,1,NA,NA,4,2,4,5,2,3,3,6,4,7,4,2,5,6,4,4,2,2,4,5,6,5,"SQ005","SQ004","SQ004","SQ006","SQ004","SQ002",1,1,1,2,2,5,3,3,3,1,1,1,2,1,3,1,1,1,1,1,1,1,3,2,5,3,2,3,6,4,4,4,0,0,1,0,3,0,4,0,0,0,0,1,1,3,4,5,2,1,2,"A2","D2","D1","A1","A1","D1","D1","A1","A1","D1","D1","A1","A2","D2",407.26,79.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,277.92,NA,NA,NA,NA,NA,49.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"1","Socially_Active_Students","1","1"
1123,2023-12-25 19:46:06,3,"el",578286660,2023-12-25 19:41:41,2023-12-25 19:46:06,"85.75.98.0","Α",909,"bma",2,2005,NA,1,NA,NA,"N","1",NA,NA,NA,1,1,NA,1,NA,NA,NA,2,2,3,4,2,2,2,4,5,4,2,4,5,5,2,3,1,1,5,6,5,7,"SQ004","SQ002","SQ006","SQ006","SQ006","SQ002",3,2,3,3,1,1,3,3,3,2,1,2,2,2,3,1,2,1,1,4,2,2,2,2,3,3,3,3,2,2,2,4,1,1,1,1,1,2,2,1,2,1,2,1,1,1,2,2,1,1,2,"A1","D2","D1","A0","A1","D0","D1","A1","A2","D2","D1","A1","A1","D1",261.96,60.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,159.57,NA,NA,NA,NA,NA,41.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA
1124,2023-12-25 19:50:49,3,"el",2042474447,2023-12-25 19:46:18,2023-12-25 19:50:49,"85.75.98.0","Α",910,"bma",2,2005,1,1,1,NA,"1","1",NA,NA,NA,1,1,NA,1,NA,NA,NA,3,2,3,5,2,2,2,4,4,4,3,3,4,5,1,2,4,3,6,6,5,6,"SQ004","SQ004","SQ006","SQ004","SQ004","SQ005",3,3,3,4,2,3,4,4,4,3,2,2,3,5,4,3,2,3,3,3,3,3,1,2,2,2,2,2,4,2,2,4,3,1,1,1,3,1,2,0,2,1,3,0,0,0,2,2,1,1,2,"A1","D2","D1","A2","A1","D1","D2","A1","A2","D2","D1","A1","A1","D1",266.81,56.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.17,NA,NA,NA,NA,NA,60.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"1","Socially_Active_Students","1","1"
1125,2023-12-25 19:56:03,3,"el",557418403,2023-12-25 19:51:12,2023-12-25 19:56:03,"85.75.98.0","Α",911,"bma",1,2005,1,2,1,NA,"N","1",NA,NA,1,1,1,NA,1,1,1,NA,4,1,3,4,2,3,2,6,2,4,1,1,5,5,4,2,1,1,6,7,5,7,"SQ007","SQ006","SQ005","SQ005","SQ007","SQ005",3,4,3,2,1,3,3,2,4,3,2,1,4,4,3,2,1,2,2,2,2,2,4,3,5,6,4,5,5,4,6,5,2,0,2,2,3,4,3,1,0,1,1,1,2,1,3,3,0,0,0,"A2","D0","D1","A3","A2","D0","D1","A1","A3","D0","D1","A2","A0","D2",287.08,79.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,156.59,NA,NA,NA,NA,NA,51.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"1","Socially_Active_Students","1","1"
1126,2023-12-25 20:00:55,3,"el",308470081,2023-12-25 19:56:16,2023-12-25 20:00:55,"85.75.98.0","Α",912,"bma",2,2005,1,1,1,NA,"N","1",NA,NA,NA,1,NA,NA,1,NA,NA,1,2,2,3,1,1,2,3,3,3,4,1,3,5,6,3,4,5,4,7,3,5,3,"SQ005","SQ005","SQ005","SQ005","SQ005","SQ005",4,3,4,3,3,2,3,4,3,1,2,1,3,5,4,2,2,1,1,1,3,2,0,3,3,3,3,3,5,2,1,3,4,3,3,4,5,3,4,0,4,3,1,1,2,1,3,3,2,1,0,"A3","D2","D1","A1","A3","D0","D1","A2","A2","D1","D1","A0","A0","D1",276.65,66.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,168.15,NA,NA,NA,NA,NA,41.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"1","Socially_Active_Students","1","1"
1127,2023-12-25 20:06:33,3,"el",247699450,2023-12-25 20:01:08,2023-12-25 20:06:33,"85.75.98.0","Α",913,"bma",2,2005,1,1,1,NA,"1","1",NA,NA,NA,NA,1,NA,1,NA,NA,NA,2,2,4,5,2,3,3,5,5,5,5,3,5,5,3,2,3,3,7,7,7,7,"SQ003","SQ004","SQ004","SQ004","SQ004","SQ004",3,2,1,3,3,3,3,3,3,1,2,2,2,3,3,1,4,1,1,2,2,1,2,2,2,2,2,2,3,2,2,3,1,1,2,2,1,2,1,1,1,3,3,3,3,1,2,2,1,1,1,"A1","D1","D0","A1","A0","D0",NA,"A0","A1","D1",NA,"A0","A1","D2",322.02,59.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,198.08,NA,NA,NA,NA,NA,64.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"1","Socially_Active_Students","1","1"
1128,2023-12-25 20:13:02,3,"el",1294109285,2023-12-25 20:06:44,2023-12-25 20:13:02,"85.75.98.0","Α",914,"bma",2,2005,1,1,1,NA,"N","1",NA,1,NA,NA,1,NA,1,1,NA,NA,5,2,2,5,1,3,2,6,4,5,3,7,6,4,6,5,6,5,6,7,5,6,"SQ007","SQ005","SQ006","SQ007","SQ005","SQ006",3,4,3,4,3,4,3,4,3,4,3,5,3,4,3,4,3,4,5,4,3,4,3,4,3,4,6,3,5,3,6,4,4,4,5,5,3,5,3,5,3,5,3,4,5,5,4,3,4,5,3,"A1","D3","D2","A1","A2","D0","D1","A2","A3","D0","D2","A1","A2","D0",374.19,82.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,238.03,NA,NA,NA,NA,NA,53.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"1","Socially_Active_Students","1","1"
1129,2023-12-25 20:19:33,3,"el",1088327066,2023-12-25 20:13:14,2023-12-25 20:19:33,"85.75.98.0","Α",915,"bma",1,2005,1,1,1,NA,"N","1",NA,NA,NA,1,1,NA,1,NA,NA,NA,5,2,4,5,3,2,4,4,3,2,6,1,5,6,7,4,4,4,4,4,4,4,"SQ004","SQ004","SQ004","SQ004","SQ004","SQ004",3,2,2,2,2,1,4,3,3,3,2,3,2,2,3,1,2,2,2,1,2,1,2,3,3,3,2,1,3,1,3,5,2,0,3,3,4,4,0,2,1,1,1,4,3,1,3,3,2,0,0,"A1","D2","D0","A1","A2","D0","D0","A2","A1","D2","D4","A0","A1","D1",375.27,71.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,257.03,NA,NA,NA,NA,NA,46.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"1","Socially_Active_Students","1","1"
1130,2023-12-25 22:45:10,3,"el",1818632320,2023-12-25 22:37:12,2023-12-25 22:45:10,"85.75.98.0","Α",916,"bma",1,2005,1,1,1,NA,"N","1",NA,NA,NA,NA,NA,NA,1,1,NA,1,5,1,1,5,1,5,2,7,1,1,5,7,1,1,1,2,3,6,6,6,3,3,"SQ002","SQ002","SQ007","SQ006","SQ005","SQ003",2,4,5,5,1,2,3,2,4,5,5,5,5,5,1,2,3,4,5,4,3,2,0,1,2,3,4,5,6,5,4,5,4,3,2,1,1,2,3,4,5,4,3,1,0,0,1,2,3,3,3,"A3","D3","D0","A3","A0","D3","D2","A2","A3","D1","D3","A3","A2","D2",473.92,140.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,222.6,NA,NA,NA,NA,NA,110.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"1","Socially_Active_Students","1","1"
1131,2023-12-25 22:51:04,3,"el",1934189967,2023-12-25 22:45:43,2023-12-25 22:51:04,"85.75.98.0","Α",917,"bma",2,2005,1,1,1,NA,"N","1",NA,NA,NA,NA,NA,NA,1,1,NA,1,1,1,1,1,1,1,1,4,4,4,2,3,5,4,1,2,3,4,5,6,7,6,"SQ005","SQ003","SQ002","SQ001","SQ002","SQ003",1,2,3,4,4,3,2,1,2,3,4,5,4,3,1,1,1,2,2,3,1,3,6,0,6,0,6,0,6,0,6,5,0,3,0,5,0,4,4,4,4,4,4,4,4,0,1,2,3,4,3,"A0","D3","D0","A1","A3","D3","D1","A3","A3","D1","D4","A0","A0","D0",318.11,61.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200.7,NA,NA,NA,NA,NA,56.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"1","Socially_Active_Students","1","1"
1132,2023-12-25 23:06:19,3,"el",483988963,2023-12-25 22:52:06,2023-12-25 23:06:19,"85.75.98.0","Α",918,"bma",2,1999,7,1,2,NA,"N","3",NA,NA,NA,1,NA,NA,NA,1,NA,NA,2,1,1,2,1,2,1,3,3,4,3,4,4,3,4,4,4,3,4,5,5,4,"SQ004","SQ003","SQ003","SQ003","SQ006","SQ004",3,3,3,3,3,1,4,4,4,2,3,3,4,4,4,4,3,3,2,5,5,3,6,3,3,1,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,1,3,5,5,5,2,3,2,"A1","D3","D1","A1","A2","D0","D1","A2","A1","D1","D1","A2","A2","D3",848.54,566.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,222.54,NA,NA,NA,NA,NA,59.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"1","Socially_Active_Students","1","1"
1133,2023-12-25 23:14:45,3,"el",1029533599,2023-12-25 23:06:37,2023-12-25 23:14:45,"85.75.98.0","Α",919,"bma",2,2005,1,1,1,NA,"N","1",NA,NA,NA,1,1,NA,1,NA,NA,1,4,3,3,3,2,3,3,5,4,5,2,1,4,5,4,5,3,4,5,5,5,5,"SQ005","SQ004","SQ004","SQ005","SQ004","SQ003",3,3,3,3,2,2,3,3,3,2,2,2,3,3,3,2,3,1,2,3,2,2,2,2,3,2,1,2,4,3,2,4,3,3,4,4,4,3,4,3,3,3,3,1,3,2,3,3,3,2,2,"A1","D2","D1","A1","A0","D1","D0","A2","A1","D2","D4","A0","A1","D1",481.77,81.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,287.37,NA,NA,NA,NA,NA,113.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"2","Consumer_Oriented_Socialites","2","2"
1134,2023-12-25 23:20:03,3,"el",626804135,2023-12-25 23:14:58,2023-12-25 23:20:03,"85.75.98.0","Α",920,"bma",1,2004,1,4,1,NA,"1","1",NA,1,1,NA,1,1,1,NA,NA,NA,5,1,2,5,1,4,3,5,4,4,3,5,3,5,3,4,4,5,5,3,5,5,"SQ004","SQ003","SQ005","SQ003","SQ005","SQ003",3,3,2,5,2,3,4,3,2,3,2,4,3,3,2,4,4,4,2,3,3,4,1,2,3,4,1,4,3,3,4,4,2,3,1,3,2,2,4,1,4,1,4,2,3,1,2,2,3,5,4,"A1","D1","D2","A0","A3","D3","D0","A1","A0","D1","D3","A2","A1","D1",301.55,69.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,181,NA,NA,NA,NA,NA,50.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"1","Socially_Active_Students","1","1"
1135,2023-12-26 00:18:19,3,"el",1647898698,2023-12-26 00:09:00,2023-12-26 00:18:19,"85.75.98.0","Α",921,"bma",1,2003,3,2,1,NA,"N","1",NA,1,1,1,1,1,1,NA,NA,NA,5,2,3,3,2,5,3,6,3,4,2,4,4,4,3,3,5,4,3,4,4,7,"SQ004","SQ001","SQ004","SQ005","SQ005","SQ005",4,4,2,3,3,2,5,4,3,2,3,3,5,1,2,3,4,2,1,1,4,5,3,4,2,1,1,5,4,3,6,1,2,2,2,3,4,5,5,0,1,1,0,0,4,1,3,2,2,4,0,"A2","D2",NA,"A1","A2","D3","D0","A0","A0","D3","D2","A2","A0","D0",555.21,147.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,361.87,NA,NA,NA,NA,NA,46.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"4","Socially_Engaged_Learners","4","4"
1136,2023-12-26 00:26:00,3,"el",58790157,2023-12-26 00:18:37,2023-12-26 00:26:00,"85.75.98.0","Α",922,"bma",1,2005,1,2,1,NA,"N","1",NA,1,NA,1,1,NA,1,1,NA,NA,4,2,3,4,1,3,4,5,4,5,1,1,4,5,4,5,2,2,6,5,5,4,"SQ007","SQ002","SQ004","SQ002","SQ002","SQ006",1,1,1,1,3,2,2,2,1,1,1,2,4,4,4,4,3,3,2,4,4,2,3,4,5,5,3,3,5,2,4,4,2,1,2,4,4,4,4,2,3,3,3,1,5,4,5,0,0,1,0,"A1","D2","D0","A1","A0","D0","D0","A1","A1","D0","D4","A1","A0","D1",440.43,75.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,312.95,NA,NA,NA,NA,NA,51.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"1","Socially_Active_Students","1","1"
